Rank,Name,Country,Single
2865,Mauricio Ademar Carlos Avila,Mexico,643.36
2866,Nathan Elverud,USA,643.4
2867,Rémi Perrin,France,643.45
2868,Nikita Bespalov,Russia,643.5
2869,Edvinas Naudžiūnas,Lithuania,643.59
2870,Juan David Contreras Mejia,Colombia,643.64
2871,Yuheng Wu (吴雨衡),China,643.65
2872,Jakob Jernsletten,Norway,643.73
2873,Javi Pelegrín Garcés,Spain,643.76
2874,Junzhuo Chen (陈君卓),China,643.85
2875,Alrimar Dias Rocha Sobrinho,Brazil,644.03
2876,Joshua Evely,Australia,644.17
2877,Trương Bảo Anh,Vietnam,644.24
2878,Viljami Mettovaara,Finland,644.25
2879,Cameron Stollery,Australia,644.29
2880,Matthias Gruber,Austria,644.32
2881,Siem Broeder,Netherlands,644.41
2882,Jan van Dorst,Netherlands,644.42
2883,José Manuel López Cosio,Bolivia,644.69
2884,Pau Vela García,Spain,644.79
2885,Jonathan Lin,USA,644.8
2886,Alex Springer,USA,644.89
2887,Kanneti Sae Han (คันธ์เนตี แซ่ห่าน),Thailand,644.96
2888,Antoine Floure,France,644.97
2889,Alexander Ben Ludewig,Germany,644.97
2890,Ethan Vovan,USA,644.98
2891,Juan Camilo González Barragán,Colombia,645.02
2892,Mulyono,Indonesia,645.04
2893,Carlos Daniel Rincón Villegas,Mexico,645.21
2894,Niklas Aasen Eliasson,Norway,645.24
2895,Pengji Li (李棚吉),China,645.26
2896,Snehashish Chakravarti,India,645.41
2897,Brendan Bakker,USA,645.49
2898,Artem Melikian (Артем Мелікян),Ukraine,645.5
2899,Mohd Ashroof Bin Masri,Malaysia,645.65
2900,Xincen Zhou (周新岑),China,645.83
2901,Modest Podzolkin,Ukraine,645.87
2902,Maciej Durański,Poland,646.15
2903,Austin Chuong,Canada,646.16
2904,Elias Jesús Velásquez Lozano,Venezuela,646.17
2905,Youk MinSeop (육민섭),Korea,646.23
2906,Kacper Kuźniak,Poland,646.31
2907,Jeon Junhyeok (전준혁),Korea,646.36
2908,Sikai Xu (徐思凯),China,646.41
2909,Matteo Dummar,Italy,646.5
2910,Viljo Elo,Finland,646.56
2911,Nathaniel Knopf,USA,646.62
2912,Carl Emil Exner,Denmark,646.62
2913,Jiajun Li (李嘉俊),China,646.67
2914,Milko Sebastián Gutiérrez Arroyo,Paraguay,646.75
2915,Nursalim Baltabaev (Нурсалим Балтабаев),Kazakhstan,646.89
2916,Alexey Mikhailov,Russia,646.92
2917,Anton Bedrichenko,Russia,646.92
2918,Dayner Gomez,Guatemala,646.94
2919,Mingyu Chen (陈明宇),China,647.12
2920,Nien-Ping Chen (陳念平),Taiwan,647.14
2921,Gábor Róka,Hungary,647.22
2922,Alfred Frändberg,Sweden,647.23
2923,Hannah Minas,Switzerland,647.26
2924,Lars Tschümperlin,Switzerland,647.32
2925,Patrick Ellis,South Africa,647.4
2926,Artur Holzmann,Germany,647.5
2927,Muhtasim Al Farabi,Bangladesh,647.73
2928,Zhiyuan Chen (陈智源),China,647.87
2929,Samuel Chiu,USA,647.88
2930,Gunnar Krig,Sweden,648.02
2931,Christopher Ness,United Kingdom,648.07
2932,Arif Luqman Bin Nazeri,Malaysia,648.1
2933,Nathaniel Gee,USA,648.11
2934,Raphael Riener,Austria,648.17
2935,Fernando Daniel Hernández Sánchez,Mexico,648.19
2936,Ke Wang (王珂),China,648.27
2937,Aden Malone,USA,648.33
2938,Duval Valdes Ayala,Chile,648.43
2939,Toby Waters,USA,648.44
2940,Michael Edmonds,Australia,648.55
2941,Francisco Alberto Castañeda Lima,Guatemala,648.59
2942,Alan Guillermo Crespo Bahamondes,Chile,648.62
2943,Noé Muñoz,Spain,648.66
2944,Jinhui Su (苏锦辉),China,648.72
2945,Kaito Mori (森海斗),Japan,648.82
2946,Mike McNeill,USA,648.98
2947,Yixiao Shen (沈逸霄),China,649.01
2948,Paramvir Singh,USA,649.02
2949,Pavel Černý,Czech Republic,649.2
2950,Luke Jankowiak,Canada,649.28
2951,Xu Wang (王旭),China,649.54
2952,Janek Gehrlein,Germany,649.55
2953,Christian Smedegaard,Denmark,649.67
2954,Abdullah Gulab,Pakistan,649.74
2955,Albin Sten,Sweden,649.75
2956,Jared Diehl,USA,649.77
2957,Tibor Jerry Praas,Netherlands,650.02
2958,Chien-Mu Yang (楊謙牧),USA,650.05
2959,Brian Zhou,USA,650.07
2960,Jintao Jin (金锦涛),China,650.21
2961,Gabrielle Morasse,Canada,650.46
2962,Vincent Colin,France,650.52
2963,Francis Daniels Veğeris,Latvia,650.53
2964,Teri McAcy,USA,650.74
2965,Raúl Cuevas Castillo,Spain,650.8
2966,Steve Greer,USA,650.87
2967,Javid Nabizade,Azerbaijan,650.87
2968,Wei-Yu Liao (廖威宇),Taiwan,650.97
2969,Yan-Jou Lin (林彥州),Taiwan,651.07
2970,Jing Guo (郭靖),China,651.07
2971,Daniel Waldir Rodrigues Rosa,Brazil,651.07
2972,Mike Ditton,Switzerland,651.11
2973,Arcadio Soriano Velázquez,Mexico,651.34
2974,Anders Bogan,USA,651.65
2975,Dave Campbell,Canada,651.78
2976,Arnaud van Galen,Netherlands,651.81
2977,Aaron Stettner,USA,651.9
2978,Dasheng Zhao (赵达升),China,651.91
2979,Ashley Gray,USA,652.01
2980,Nils Thorben Lang,Germany,652.28
2981,Keith Kozma,USA,652.31
2982,Danilo Toro Nieto,Chile,652.34
2983,George Wu (吴尚儒),USA,652.4
2984,Achmad Gusti Raditya,Indonesia,652.42
2985,Burak Erdil Biçer,Turkey,652.5
2986,Juan Pablo Vanegas,Colombia,652.5
2987,Philip Cuthbertson,USA,652.55
2988,Ben Keogh,Ireland,652.64
2989,Shengjun Yang (杨胜军),China,652.64
2990,Ross Ritter,USA,652.66
2991,Levin Houghton,Switzerland,652.7
2992,Hugo Kinichi Briner,Australia,652.71
2993,Ngan Tran,Vietnam,652.74
2994,Gregor Billing,Germany,652.9
2995,Edgardo Gálvez,El Salvador,652.91
2996,Jack Stewart,USA,652.94
2997,Mateusz Bytner,Poland,652.95
2998,Paul Vögele,Germany,653.02
2999,Noah Wilde,Canada,653.11
3000,Linqi Xu (徐琳淇),China,653.32
3001,Ben Zoller,USA,653.34
3002,Jiazheng Zhao (赵家正),China,653.45
3003,Henry McNamara,USA,653.45
3004,Baoquan Zhang (张宝权),China,653.52
3005,Mitchell Chiew,Australia,653.53
3006,Abylai Orazalin (Абылай Оразалин),Kazakhstan,653.54
3007,Christine Brychcy,Germany,653.88
3008,Wenbo Zhao (赵文博),China,653.94
3009,Fakhri Raihaan,Indonesia,654.06
3010,Nikolai Harvey Sy Zipagan,Philippines,654.08
3011,Hugh McGlone,Australia,654.1
3012,Piotr Tomczyk,Poland,654.12
3013,Jiahui Wang (王佳辉),China,654.19
3014,Nolan Yiu,USA,654.25
3015,Edward Berezin,Russia,654.29
3016,Christopher McGalliard,USA,654.34
3017,Alexis Margaret Magtibay,Philippines,654.35
3018,Dylan Barton Bagley,USA,654.89
3019,Pablo Israel Rojas,Bolivia,654.98
3020,Esneider Giraldo Restrepo,Colombia,655.02
3021,Jonathan Efraín Soto Rivera,Mexico,655.11
3022,Yucheng Yang (阳玉成),China,655.14
3023,Rey Anthony Briguera,Philippines,655.27
3024,Valentin Tempere,France,655.27
3025,Gregory Keehan,USA,655.45
3026,Chen Chen (陈晨),China,655.45
3027,Simen Stiansen,Norway,655.49
3028,Andres Arias Medina,Colombia,655.56
3029,Ricardo Piotti,Uruguay,655.72
3030,Hunter Jones,USA,655.77
3031,Matthew Feldmann,USA,655.83
3032,Filip Pasławski,Poland,655.95
3033,Luis Fernando Hernández Guerrero,Mexico,655.96
3034,Alex Cheng,USA,656.25
3035,Holger Stadel Borum,Denmark,656.38
3036,Balázs Kosóczki,Hungary,656.43
3037,Taufan Aditomo,Indonesia,656.49
3038,Juan Pablo Huanqui,Peru,656.53
3039,Riccardo Raciti,Italy,656.8
3040,Ryszard Kiszka,Poland,656.95
3041,Jonas Rongé,Belgium,657.03
3042,Nicholas Tan Jun Wei,Malaysia,657.28
3043,Mervin Villaceran,Philippines,657.64
3044,Rik Ganguli Biswas,India,657.65
3045,Jhon Sebastián Mejía Alvarez,Colombia,657.67
3046,Javier Alejandro Contreras Figueroa,Mexico,657.88
3047,Nieh Zee Ernn Ryan,Malaysia,658.28
3048,Evan Serrano,USA,658.6
3049,Jack A. Kern,USA,658.67
3050,Sebastián Morón Mariscal,Bolivia,658.81
3051,Marcus Moberg,Sweden,658.93
3052,Andrey Ivanov,Russia,658.97
3053,Cole Cloud,USA,659.02
3054,Chia-Liang Tai (戴嘉良),Taiwan,659.05
3055,Durben Joun Virtucio,Philippines,659.08
3056,Justin Choi,USA,659.13
3057,Adam McCormick,Canada,659.14
3058,Filip Hrnko,Slovakia,659.29
3059,Rusty Louis Domingo,Philippines,659.3
3060,Ariel Burak,Argentina,659.35
3061,Jesus Crisostomo Gutierrez,Peru,659.55
3062,Hong Zhang (张宏),China,659.58
3063,Magne Njå,Norway,659.63
3064,Ethan Tan,Australia,659.74
3065,Martias Try Wardhana,Indonesia,659.76
3066,Mingtao Wu (吴铭涛),China,659.95
3067,Hanyu Fang (方寒玉),China,660.0
3068,Patryk Szewczyk,Poland,660.06
3069,Kazutaka Watanabe (渡部和孝),Japan,660.27
3070,Matheus Felipe Anacleto,Brazil,660.32
3071,Mattia Perego,Italy,660.37
3072,Bhavesh Bhimrao More,India,660.4
3073,Fernando Nicolás Molina Ramírez,Mexico,660.44
3074,Asier González Santocildes,Spain,660.47
3075,Clary Thompson,USA,660.47
3076,Wesley Weishen Yu,USA,660.49
3077,Tristan Yoo,Korea,660.49
3078,Rimas Pauliukevičius,Lithuania,660.62
3079,Rustin Haderlie,USA,660.88
3080,Alex Chen,Australia,660.88
3081,Fred Quong,Canada,660.89
3082,Atanas Petkov,Bulgaria,661.16
3083,Samuel Asafe Ludugel Fagundes,Brazil,661.21
3084,Jordan Hollingsworth,United Kingdom,661.39
3085,Siming Cao (曹思铭),China,661.76
3086,Oliver Fisk,United Kingdom,662.04
3087,Flavian Glonț,Romania,662.12
3088,Alex Loor,Ecuador,662.2
3089,Paul Luciw,France,662.23
3090,Caijie Yan (颜才杰),China,662.27
3091,Radosław Drozdowicz,Poland,662.38
3092,Yu-Cheng Chang (張育誠),Taiwan,662.49
3093,Jake Green,United Kingdom,662.64
3094,Michael Chai (柴天方),USA,662.84
3095,Rodrigo Kenji Asato Kobayashi,Brazil,662.84
3096,Juan Felipe Navas Sarmiento,Colombia,662.87
3097,Adam Polkowski,Poland,662.95
3098,Gregorio Missael Lopez Sanchez,Mexico,663.1
3099,Daniel Ortega Pastor,Spain,663.25
3100,Daniel Lehwing,Brazil,663.34
3101,Wang Tong (王彤),China,663.38
3102,Jingyuan Chen (陈静远),China,663.45
3103,Sergey Wolferts,Russia,663.45
3104,Sebastian Häfner,Germany,663.61
3105,Ritwik Pattnaik,India,663.76
3106,Łukasz Stępień,Poland,663.77
3107,Nicolò Quaresima,Italy,663.8
3108,Daniel Aprilianto,Indonesia,663.88
3109,Theodor Nordstrand,Sweden,663.89
3110,Jesús Alejandro Serna Villanueva,Mexico,663.89
3111,Samuel Janssen,Belgium,664.09
3112,Ziqiang Tong (仝自强),China,664.21
3113,Manuel Aleandro Chang Pérez,Guatemala,664.37
3114,Angel Alexis Carrillo Ramirez,Mexico,664.46
3115,Nathan Hunter,USA,664.56
3116,Diego Poblete,Chile,664.71
3117,Aditya Ghidora,India,664.83
3118,Víctor Adán Solis Martinez,Mexico,664.97
3119,George Enchev,Bulgaria,665.0
3120,Turcanu Vlad,Romania,665.07
3121,Aleksander Arefiew,Poland,665.16
3122,Kacper Gwizdała,Poland,665.16
3123,Albert You,USA,665.24
3124,Veronika Becková,Czech Republic,665.33
3125,Rodrigo Zarate,Peru,665.36
3126,Muhammad Jihan Khalilurrahman,Indonesia,665.41
3127,Mykhailo Lagoida (Михайло Лагойда),Ukraine,665.48
3128,Jeidun Hastriter,USA,665.57
3129,Christian Kaserer,Italy,665.59
3130,Sergey Marin (Сергей Марьин),Russia,665.67
3131,Matteo Provasi,Italy,665.68
3132,Dominik Hinze,Germany,665.78
3133,Fong Wang (王丰),Taiwan,665.88
3134,Leonardo Sanchez Del Toro,Mexico,665.92
3135,Nuttanai Kijviwattanakarn (ณัฐนัย กิจวิวัฒนการ),Thailand,665.98
3136,Suraj Dayal,Canada,666.03
3137,Kirill Khlestunov (Кирилл Хлестунов),Russia,666.06
3138,Jan Golec,Poland,666.08
3139,Samuel Weber,USA,666.14
3140,Ziao Lu (陆子翱),China,666.14
3141,Nguyễn Tuấn Minh,Vietnam,666.15
3142,Szymon Moroń,Poland,666.22
3143,Max Day,United Kingdom,666.24
3144,Błażej Morgała,Poland,666.43
3145,Tristan Patrick,USA,666.47
3146,Maksymilian Piskorowski,Poland,666.56
3147,Leonid Shcherbakov (Леонид Щербаков),Russia,666.74
3148,Mateusz Andrzejewski,Poland,666.85
3149,Tanto Prabowo,Indonesia,666.88
3150,Ruslan Sautbekov (Руслан Саутбеков),Kazakhstan,666.89
3151,Thomas Rosky,USA,666.9
3152,Lawrence Nichols,USA,666.98
3153,Michael McCarty,USA,667.06
3154,Yi Lee (李屹),Taiwan,667.23
3155,Nikolay Ambrosiy (Николай Амбросий),Russia,667.49
3156,Rob Duquette,USA,667.54
3157,Christopher Meza Rosales,Mexico,667.54
3158,Dhruv Rawat,India,667.69
3159,Justin Baek,USA,668.18
3160,Eduardo Mazuera,USA,668.22
3161,Christian Cutter,USA,668.26
3162,Sergio Lora,Bolivia,668.42
3163,Alexander Klyosov (Александр Клёсов),Russia,668.47
3164,Alex Thielemier,USA,668.53
3165,Yi Fu (傅逸),China,668.64
3166,Colin Crosskno,USA,668.85
3167,Ethan Woll,USA,668.99
3168,Shilong Li (李世龙),China,669.05
3169,Xingyu Wu (伍星宇),China,669.13
3170,Mharr Justhinne Ampong,Philippines,669.29
3171,Janitra Ezra Putra,Indonesia,669.45
3172,Arvid Schröder,Germany,669.46
3173,Maik Löwen,Germany,669.51
3174,Rafael Antonio Sanchez,Venezuela,669.53
3175,Phillip Johnson,USA,669.61
3176,Christian Goñi,Uruguay,669.67
3177,Tomasz Larysz,Poland,670.02
3178,Zachary Garber,USA,670.03
3179,Jason Kochan,USA,670.08
3180,Bryan Kevin Jimenez Cruz,Colombia,670.08
3181,Gregory Lopez,USA,670.12
3182,Lan Fabjan,Slovenia,670.22
3183,Jake Buckley,USA,670.54
3184,Erik Paico Robles,Peru,670.8
3185,Maxim Mamakov (Максим Мамаков),Russia,670.98
3186,Ankush Hommerich-Dutt,USA,671.0
3187,Javier Gonzalez-Napoleoni,USA,671.03
3188,Rodion Sekerin,Russia,671.13
3189,Andreas Pohl,Germany,671.17
3190,Michael Fernandez,USA,671.34
3191,Nick Fulham,USA,671.35
3192,Maximilian Elsener,Switzerland,671.5
3193,Lacey Dilworth,USA,671.54
3194,Swann Castel,France,671.59
3195,Andrey da Conceição Santos,Brazil,672.0
3196,Ilya Kapustin (Илья Капустин),Russia,672.29
3197,Ivan Polukarov,Russia,672.43
3198,Zayd Chaudhry,Australia,672.8
3199,Arthur Garcin,France,672.86
3200,Ilya Teterin,Russia,672.86
3201,Donghong Lin (林东泓),China,672.95
3202,Samuel Kro,Norway,673.14
3203,Derek Kong,Canada,673.32
3204,LianCheng Guo,Canada,673.32
3205,Ruben Zoeten,Netherlands,673.45
3206,John Gabriel Uy,Philippines,673.5
3207,Danila Rogozhnikov (Данила Рогожников),Russia,673.5
3208,Michael Datz,USA,673.52
3209,Wilhelm Herzstell,Germany,673.73
3210,Qiping Zhang (张企平),China,673.83
3211,Rodrigo Anleu,Guatemala,673.9
3212,Nick Camillone,USA,673.9
3213,Dmitry Kuznetsov,Russia,673.96
3214,Guangda Liu (刘广达),China,674.16
3215,Giovanni R. Sy,Philippines,674.21
3216,Chris Wright,United Kingdom,674.38
3217,Chenge Liu (刘晨舸),China,674.47
3218,Dong-Hyun Kim (김동현),Korea,674.5
3219,Muhammad Shahir Bin Shuhaidi,Malaysia,674.51
3220,Bailing Hou,China,674.71
3221,Guoliang Wang (王国梁),China,674.77
3222,Rommel Robles,USA,674.93
3223,Alex Maass,USA,675.09
3224,Conan Mo,Australia,675.25
3225,Hang Yu (禹杭),China,675.32
3226,Seungmin Hong,Canada,675.33
3227,Wojciech Fydrych,Poland,675.49
3228,Carlos Salvador Garcia Tejada,El Salvador,675.73
3229,Martin Duran Tapia,Chile,675.99
3230,Sam Tian,New Zealand,676.05
3231,Gabriel Sanchez,USA,676.07
3232,Rodney van den Velden,Netherlands,676.44
3233,Alan Natanael Orozco Hernandez,Mexico,676.48
3234,Kamil Pieczka,Poland,676.59
3235,Joseph Sale,USA,676.75
3236,Tianhao Feng (冯天昊),China,676.77
3237,Julian Duijker,Netherlands,676.91
3238,Grzegorz Fiołka,Poland,676.92
3239,Daniel Yakhkind,Israel,676.96
3240,Qiang Gong (龚强),China,677.02
3241,Theodore Chow,Canada,677.11
3242,Ryland Wilson,USA,677.35
3243,Tristan Wright,USA,677.43
3244,Muhammad Zhafran Al-Allam,Indonesia,677.49
3245,David McLean,Australia,677.49
3246,Victor Jun Teruya Uehara,Brazil,677.54
3247,Mats Walker,Germany,677.56
3248,Dominic Morton,USA,677.8
3249,Po-Hsun Lai (賴柏勳),Taiwan,677.8
3250,Linqi Chen (陈林奇),China,678.1
3251,Péter Pozsgai,Hungary,678.14
3252,Hao Wang (王浩),China,678.32
3253,Tianwei Cai (蔡天威),China,678.38
3254,Paul Binner,USA,678.55
3255,Marcos Rodriguez Mantilla,Colombia,678.61
3256,David Steele,USA,678.73
3257,Pedro Henrique de Jesus Silva,Brazil,679.09
3258,Wiktor Kowalski,Poland,679.22
3259,Jasfer Renz Gabriel Balderas,Philippines,679.28
3260,Sveinung Søreide Øiestad,Norway,679.29
3261,Diego Pinto Almario,Colombia,679.4
3262,Jhoan Jhunior Alvarado Balderrama,Bolivia,679.43
3263,Ianis Costin Chele,Romania,679.48
3264,Kyeongmin Choi,Korea,679.67
3265,Simon Pfahler,Germany,679.74
3266,Andres Prado Garzaro,Guatemala,679.77
3267,Đàm Sơn Quý,Vietnam,679.8
3268,András Pálffy,Hungary,679.9
3269,Mihail Ponomarev,Russia,680.3
3270,Wanzhong Chen (陈万忠),China,680.39
3271,Jacob Kotai,Canada,680.55
3272,Stefan Stoiber,Austria,680.62
3273,Janis Leineweber,Germany,680.67
3274,Andres Fernando Franco Acosta,Colombia,681.19
3275,Jinzhou Huang (黄金洲),China,681.31
3276,Akito Nipatcharoen,Australia,681.41
3277,Raúl Low Beattie,Chile,681.54
3278,Marek Dąbrowski,Poland,681.57
3279,Riley Christopherson,USA,681.59
3280,Hiroki Kanamori (金森広樹),Japan,681.65
3281,José Miguel Beguiristain,Spain,681.73
3282,Zhifang Xi (席之枋),China,681.8
3283,Alex Nhan,USA,681.82
3284,Ben White,USA,681.95
3285,Matej Marković,Croatia,682.05
3286,Reagan Li,Canada,682.45
3287,Nicolae Comiati,Romania,682.53
3288,Bennett Capelle,USA,682.57
3289,Bojun Zhang (张博俊),China,682.7
3290,Chenhao Sun (孙晨皓),China,682.85
3291,Erik Johnson,USA,682.88
3292,Lau Ee,Malaysia,683.31
3293,Kevin Stick Quintero Sanchez,Colombia,683.36
3294,JP Bulman,USA,683.54
3295,Weston Mizumoto,USA,683.67
3296,Joris Mühlsteff,Netherlands,683.92
3297,Billy Burier,France,683.95
3298,Carter Williams,USA,683.97
3299,Sewan Boudrai,France,684.09
3300,Max Jiang,Canada,684.23
3301,Arifumi Fushimi (伏見有史),Japan,684.27
3302,Jesús Fernando Castelán Gómez,Mexico,684.28
3303,Stefan Šebez,Serbia,684.37
3304,Phạm Chiêu Minh,Vietnam,684.39
3305,Gustavo Ribeiro Monteiro,Brazil,684.47
3306,Benjamin Christie,USA,684.53
3307,Igor Tarabrin (Игорь Тарабрин),Russia,684.72
3308,Maciek Skowroński,Poland,684.77
3309,Luis Sarmiento,Bolivia,685.06
3310,Dan Selzer,USA,685.08
3311,Víctor Manuel Zapién Luna,Mexico,685.16
3312,Jae Yong Lee (이재용),Korea,685.2
3313,Kun Zhu (朱锟),China,685.34
3314,Henrik Buus Aagaard,Denmark,685.36
3315,Adrian Englhardt,Germany,685.5
3316,Marlon Gerke,Germany,685.51
3317,Anton Nilsson,Sweden,685.57
3318,Qianhan Zhang (张乾翰),China,685.71
3319,Jonas Brzenczek,Germany,685.82
3320,Ryan Griffiths,Australia,685.95
3321,Guus de Wit,Netherlands,685.99
3322,Ying-Tse Chuang (莊英澤),Taiwan,686.1
3323,Wei-Qi Liu (劉緯騏),Taiwan,686.11
3324,Ling Huang (黃零),Taiwan,686.15
3325,Piyachat Jamsai (ปิยะฉัตร แจ่มใส),Thailand,686.37
3326,Amy Smith,Australia,686.38
3327,William Phommaha,France,686.46
3328,Damian Wilding,USA,686.53
3329,Armando Enciso Mas,Mexico,686.65
3330,Marko Striyeshyn,Ukraine,686.79
3331,Wentan Zhang (张文坦),China,686.81
3332,Ryan Waite,USA,686.88
3333,Edward Hollingdale,Australia,687.21
3334,Eki González García,Spain,687.4
3335,Paolo Resta,Italy,687.63
3336,Luke Bruce,Australia,687.69
3337,José Manuel Cutipa,Peru,687.91
3338,Nicolas Tinte,Uruguay,688.0
3339,Patrycja Michalska,Poland,688.01
3340,Vladimir Tikhonenko (Владимир Тихоненко),Russia,688.02
3341,Billy Jeffs,United Kingdom,688.09
3342,Natalie Smith,USA,688.39
3343,George Dilworth-Wild,United Kingdom,688.54
3344,Yongxiang Guo (郭永祥),China,688.54
3345,Ivo Stoutjesdijk,Netherlands,688.56
3346,Christian Heißner,Germany,688.67
3347,Huỳnh Lê Thanh Tú,Vietnam,688.96
3348,Taku Yanai (矢内拓),Japan,689.15
3349,Rey David Ibarra Parragil,Mexico,689.16
3350,Beau Ramsey,USA,689.24
3351,Iulian Steavu,Romania,689.31
3352,Thomas Pouget,France,689.33
3353,Marius Müller,Germany,689.45
3354,Gabriel Pereira Campanha,Brazil,689.49
3355,Nathan Waitt,USA,689.59
3356,Thom Barlow,United Kingdom,689.65
3357,Alejandro Soriano,Spain,689.68
3358,Rudolf Wehofer,Hungary,689.93
3359,Muhammad Yunan Fahmi,Indonesia,689.93
3360,Kush Girap,India,689.95
3361,Xavier Antonio Balderrama,Bolivia,690.16
3362,Timothy Sun,USA,690.24
3363,Adam Moore,USA,690.25
3364,Javier Valencia,Mexico,690.27
3365,Vivek Prasad Mada,India,690.28
3366,Jake Klassen,Canada,690.31
3367,Hafizh Dary Faridhan Hudoyo,Indonesia,690.37
3368,Timothy Lin,USA,690.5
3369,Kirill Litvinov,Russia,690.55
3370,Kurt Rivera,Philippines,690.74
3371,Parker Zieschang,USA,690.8
3372,Sam Nave,USA,690.81
3373,Yang Feng (冯扬),China,690.84
3374,Zexi Zeng (曾泽西),China,690.92
3375,Yexin Zhang (张业鑫),China,690.93
3376,Rachel Feran,USA,691.04
3377,Alexander Kupfer,Austria,691.15
3378,Rodrigo Mateo Inochea Fernández,Bolivia,691.16
3379,Rushil Dalal,India,691.38
3380,Anuar Miguel Abib Onofre,Brazil,691.47
3381,Kevin Montano,Italy,691.55
3382,Jakub Wolniewicz,Poland,691.6
3383,Justin Friedel,USA,691.63
3384,Filippo Brancaleoni,Italy,691.82
3385,Matthew Hayden,Canada,691.93
3386,Yao Hui (惠瑶),China,691.95
3387,Shu Kasuga (春日柊),Japan,691.95
3388,Xinyang Li (李昕洋),China,691.97
3389,Sergey Ilkovets,Russia,692.11
3390,Ng Jun Jie,Singapore,692.14
3391,Michael Conard,USA,692.23
3392,Zhedong Wang (王哲栋),China,692.24
3393,Wenhao He (贺文浩),China,692.31
3394,Anton Machkasov,USA,692.48
3395,Daniel Wu,USA,692.49
3396,Andrew Raymundo,USA,692.6
3397,Osip Cheburashkin,Russia,692.68
3398,Tomasz Cepil,Poland,692.7
3399,Lars Kuijpers,Netherlands,693.0
3400,Saman Parvizi (سامان پرویزی),Iran,693.13
3401,Symon Vanderschmidt,USA,693.13
3402,Erik Kippus,Estonia,693.26
3403,Di Lu (卢迪),China,693.31
3404,Yuxuan Huang (黄宇轩),China,693.66
3405,David Bautista García,Spain,693.84
3406,Sarah Fluck,United Kingdom,693.89
3407,Jesslyn Valerie,Indonesia,693.92
3408,Kaan Ulkusal,Romania,694.09
3409,Sixuan Lou (楼思玄),China,694.38
3410,Allan Beres,USA,694.39
3411,Quentin Savard,France,694.43
3412,Neel Gore,USA,694.44
3413,Huỳnh Phong Nam,Vietnam,694.52
3414,Ron van Bruchem,Netherlands,694.56
3415,Andy Smith,USA,694.67
3416,Mike DeCock,USA,694.96
3417,Peter Chau,USA,694.96
3418,Nick Pappas,Australia,694.98
3419,Jihoon Kwon,Canada,695.18
3420,Alexander Lin,USA,695.22
3421,Connor Gray,USA,695.26
3422,Eirik Frydenlund Norling,Norway,695.33
3423,Colton Johnston,USA,695.47
3424,Ariq Rifqi Febrian,Indonesia,695.47
3425,Zackeri Joyce,Australia,695.48
3426,Rustam Valeev,Russia,695.49
3427,Zhiwei Lin (林智玮),China,695.49
3428,Haijie Zhang (张海杰),China,695.66
3429,Jianfei Shan (单剑飞),China,695.83
3430,Gerardo Villavicencio Gutierrez,Mexico,695.87
3431,Carlos Francisco Suárez Sauca,Spain,695.94
3432,James Tuttle,Canada,696.08
3433,Alexey Semichastnov,Russia,696.11
3434,Eng Dickson (黄迪胜),Malaysia,696.17
3435,Xiaoliang Zhu (朱校良),China,696.27
3436,Zhenxin Chai (柴振鑫),China,696.36
3437,Tijn Ezendam,Netherlands,696.64
3438,Alfred Lyngby Bach,Denmark,696.68
3439,Huan Yao (姚欢),China,696.77
3440,Jami Viljanen,Finland,696.88
3441,Kai Gabriel,Germany,697.06
3442,Emilio Alberto Rodríguez Jiménez,Mexico,697.2
3443,Nestor Sokhan,USA,697.26
3444,Paul Aeron Guillermo,Philippines,697.28
3445,Marco Antonio Sánchez Huamani,Peru,697.51
3446,Johannes Antonius Van Hezewyk Contreras,Mexico,697.58
3447,Gabriele Cappelletti,Italy,697.69
3448,Anton Lagunov,Russia,697.73
3449,Jair José Vicente Rodríguez Zenil,Mexico,697.75
3450,Connor Lyons,USA,697.82
3451,Diego Garrido,Chile,697.88
3452,Caleb Brownlie,USA,697.89
3453,AJ Nicholls,United Kingdom,698.07
3454,Edbert Sim,Australia,698.08
3455,Corentin Furet,France,698.19
3456,Jack Larsson Backsell,Sweden,698.22
3457,Aasmund Gabestad Nørsett,Norway,698.28
3458,Noah Crisp,USA,698.42
3459,Joaquin Ignacio Mayta Galindo,Chile,698.68
3460,Haoguang Lü (吕浩光),China,698.72
3461,Lucas Hartney,USA,698.73
3462,Ilya Tsiareshka,Belarus,698.88
3463,Zhourun Yang (杨周润),China,699.12
3464,Mark Campbell,USA,699.29
3465,Kaiden Alexander Carvajal Baron,Colombia,699.3
3466,Gen Kimura,New Zealand,699.42
3467,Alexis Fedeler,Germany,699.5
3468,Jan Mimra,Czech Republic,699.86
3469,Misael Gómez Soria,Mexico,700.0
3470,Chris Tran,USA,700.14
3471,Elmer Alexander Johnsen,Norway,700.17
3472,Julian Höfler,Germany,700.17
3473,Jakob Ivanhoe,Australia,700.18
3474,Matteo Colombo,Italy,700.56
3475,Máté Berecz,Hungary,700.7
3476,Giordano Limber Aguilar Allcca,Peru,700.7
3477,Dustin Trivette,USA,700.76
3478,Pavel Kovirzin (Павел Ковырзин),Russia,700.99
3479,Geng Xie (谢耿),China,701.0
3480,Daniel Junji Kudo,Brazil,701.05
3481,Hongxu Tian (田弘谞),China,701.09
3482,Jimmy Coll,Belgium,701.19
