Rank,Name,Country,Single
2918,Maciej Durański,Poland,646.15
2919,Austin Chuong,Canada,646.16
2920,Elias Jesús Velásquez Lozano,Venezuela,646.17
2921,Youk MinSeop (육민섭),Korea,646.23
2922,Jeon Junhyeok (전준혁),Korea,646.36
2923,Sikai Xu (徐思凯),China,646.41
2924,Matteo Dummar,Italy,646.5
2925,Viljo Elo,Finland,646.56
2926,Nathaniel Knopf,USA,646.62
2927,Jiajun Li (李嘉俊),China,646.67
2928,Milko Sebastián Gutiérrez Arroyo,Paraguay,646.75
2929,Raphael Riener,Austria,646.78
2930,Nursalim Baltabaev (Нурсалим Балтабаев),Kazakhstan,646.89
2931,Anton Bedrichenko,Russia,646.92
2932,Alexey Mikhailov,Russia,646.92
2933,Dayner Gomez,Guatemala,646.94
2934,Mingyu Chen (陈明宇),China,647.12
2935,Nien-Ping Chen (陳念平),Taiwan,647.14
2936,Gábor Róka,Hungary,647.22
2937,Alfred Frändberg,Sweden,647.23
2938,Hannah Minas,Switzerland,647.26
2939,Lars Tschümperlin,Switzerland,647.32
2940,Patrick Ellis,South Africa,647.4
2941,Artur Holzmann,Germany,647.5
2942,Muhtasim Al Farabi,Bangladesh,647.73
2943,Zhiyuan Chen (陈智源),China,647.87
2944,Samuel Chiu,USA,647.88
2945,Gunnar Krig,Sweden,648.02
2946,Christopher Ness,United Kingdom,648.07
2947,Arif Luqman Bin Nazeri,Malaysia,648.1
2948,Nathaniel Gee,USA,648.11
2949,Fernando Daniel Hernández Sánchez,Mexico,648.19
2950,Ke Wang (王珂),China,648.27
2951,Aden Malone,USA,648.33
2952,Duval Valdes Ayala,Chile,648.43
2953,Toby Waters,USA,648.44
2954,Michael Edmonds,Australia,648.55
2955,Francisco Alberto Castañeda Lima,Guatemala,648.59
2956,Alan Guillermo Crespo Bahamondes,Chile,648.62
2957,Noé Muñoz,Spain,648.66
2958,Jinhui Su (苏锦辉),China,648.72
2959,Kaito Mori (森海斗),Japan,648.82
2960,Mike McNeill,USA,648.98
2961,Yixiao Shen (沈逸霄),China,649.01
2962,Paramvir Singh,USA,649.02
2963,Pavel Černý,Czech Republic,649.2
2964,Luke Jankowiak,Canada,649.28
2965,Xu Wang (王旭),China,649.54
2966,Janek Gehrlein,Germany,649.55
2967,Christian Smedegaard,Denmark,649.67
2968,Abdullah Gulab,Pakistan,649.74
2969,Albin Sten,Sweden,649.75
2970,Jared Diehl,USA,649.77
2971,Tibor Jerry Praas,Netherlands,650.02
2972,Chien-Mu Yang (楊謙牧),USA,650.05
2973,Jintao Jin (金锦涛),China,650.21
2974,Gabrielle Morasse,Canada,650.46
2975,Vincent Colin,France,650.52
2976,Francis Daniels Veğeris,Latvia,650.53
2977,Teri McAcy,USA,650.74
2978,Javid Nabizade,Azerbaijan,650.87
2979,Steve Greer,USA,650.87
2980,Wei-Yu Liao (廖威宇),Taiwan,650.97
2981,Jing Guo (郭靖),China,651.07
2982,Daniel Waldir Rodrigues Rosa,Brazil,651.07
2983,Yan-Jou Lin (林彥州),Taiwan,651.07
2984,Mike Ditton,Switzerland,651.11
2985,Arcadio Soriano Velázquez,Mexico,651.34
2986,Anders Bogan,USA,651.65
2987,Dave Campbell,Canada,651.78
2988,Arnaud van Galen,Netherlands,651.81
2989,Aaron Stettner,USA,651.9
2990,Dasheng Zhao (赵达升),China,651.91
2991,Ashley Gray,USA,652.01
2992,Nils Thorben Lang,Germany,652.28
2993,Keith Kozma,USA,652.31
2994,Danilo Toro Nieto,Chile,652.34
2995,George Wu (吴尚儒),USA,652.4
2996,Achmad Gusti Raditya,Indonesia,652.42
2997,Juan Pablo Vanegas,Colombia,652.5
2998,Burak Erdil Biçer,Turkey,652.5
2999,Philip Cuthbertson,USA,652.55
3000,Ben Keogh,Ireland,652.64
3001,Shengjun Yang (杨胜军),China,652.64
3002,Ross Ritter,USA,652.66
3003,Levin Houghton,Switzerland,652.7
3004,Hugo Kinichi Briner,Australia,652.71
3005,Ngan Tran,Vietnam,652.74
3006,Gregor Billing,Germany,652.9
3007,Edgardo Gálvez,El Salvador,652.91
3008,Jack Stewart,USA,652.94
3009,Mateusz Bytner,Poland,652.95
3010,Paul Vögele,Germany,653.02
3011,Noah Wilde,Canada,653.11
3012,Linqi Xu (徐琳淇),China,653.32
3013,Ben Zoller,USA,653.34
3014,Henry McNamara,USA,653.45
3015,Jiazheng Zhao (赵家正),China,653.45
3016,Baoquan Zhang (张宝权),China,653.52
3017,Mitchell Chiew,Australia,653.53
3018,Abylai Orazalin (Абылай Оразалин),Kazakhstan,653.54
3019,Christine Brychcy,Germany,653.88
3020,Juan Pablo Huanqui,Peru,653.9
3021,Wenbo Zhao (赵文博),China,653.94
3022,Fakhri Raihaan,Indonesia,654.06
3023,Nikolai Harvey Sy Zipagan,Philippines,654.08
3024,Hugh McGlone,Australia,654.1
3025,Piotr Tomczyk,Poland,654.12
3026,Jiahui Wang (王佳辉),China,654.19
3027,Nolan Yiu,USA,654.25
3028,Edward Berezin,Russia,654.29
3029,Christopher McGalliard,USA,654.34
3030,Alexis Margaret Magtibay,Philippines,654.35
3031,Zayd Chaudhry,Australia,654.42
3032,Dylan Barton Bagley,USA,654.89
3033,Pablo Israel Rojas,Bolivia,654.98
3034,Esneider Giraldo Restrepo,Colombia,655.02
3035,Jonathan Efraín Soto Rivera,Mexico,655.11
3036,Yucheng Yang (阳玉成),China,655.14
3037,Rey Anthony Briguera,Philippines,655.27
3038,Valentin Tempere,France,655.27
3039,Gregory Keehan,USA,655.45
3040,Chen Chen (陈晨),China,655.45
3041,Simen Stiansen,Norway,655.49
3042,Andres Arias Medina,Colombia,655.56
3043,Ricardo Piotti,Uruguay,655.72
3044,Hunter Jones,USA,655.77
3045,Matthew Feldmann,USA,655.83
3046,Filip Pasławski,Poland,655.95
3047,Luis Fernando Hernández Guerrero,Mexico,655.96
3048,Alex Cheng,USA,656.25
3049,Holger Stadel Borum,Denmark,656.38
3050,Balázs Kosóczki,Hungary,656.43
3051,Taufan Aditomo,Indonesia,656.49
3052,Riccardo Raciti,Italy,656.8
3053,Ryszard Kiszka,Poland,656.95
3054,Jonas Rongé,Belgium,657.03
3055,Nicholas Tan Jun Wei,Malaysia,657.28
3056,Mervin Villaceran,Philippines,657.64
3057,Rik Ganguli Biswas,India,657.65
3058,Jhon Sebastián Mejía Alvarez,Colombia,657.67
3059,Javier Alejandro Contreras Figueroa,Mexico,657.88
3060,Nieh Zee Ernn Ryan,Malaysia,658.28
3061,Silas Kampp Richter Lassen,Denmark,658.28
3062,Evan Serrano,USA,658.6
3063,Jack A. Kern,USA,658.67
3064,Sebastián Morón Mariscal,Bolivia,658.81
3065,Marcus Moberg,Sweden,658.93
3066,Andrey Ivanov,Russia,658.97
3067,Cole Cloud,USA,659.02
3068,Chia-Liang Tai (戴嘉良),Taiwan,659.05
3069,Durben Joun Virtucio,Philippines,659.08
3070,Justin Choi,USA,659.13
3071,Adam McCormick,Canada,659.14
3072,Filip Hrnko,Slovakia,659.29
3073,Rusty Louis Domingo,Philippines,659.3
3074,Ariel Burak,Argentina,659.35
3075,Jesus Crisostomo Gutierrez,Peru,659.55
3076,Hong Zhang (张宏),China,659.58
3077,Magne Njå,Norway,659.63
3078,Ethan Tan,Australia,659.74
3079,Martias Try Wardhana,Indonesia,659.76
3080,Mingtao Wu (吴铭涛),China,659.95
3081,Hanyu Fang (方寒玉),China,660.0
3082,Patryk Szewczyk,Poland,660.06
3083,Roberts Dreijers,Latvia,660.18
3084,Kazutaka Watanabe (渡部和孝),Japan,660.27
3085,Matheus Felipe Anacleto,Brazil,660.32
3086,Mattia Perego,Italy,660.37
3087,Bhavesh Bhimrao More,India,660.4
3088,Fernando Nicolás Molina Ramírez,Mexico,660.44
3089,Asier González Santocildes,Spain,660.47
3090,Clary Thompson,USA,660.47
3091,Tristan Yoo,Korea,660.49
3092,Wesley Weishen Yu,USA,660.49
3093,Rimas Pauliukevičius,Lithuania,660.62
3094,Alex Chen,Australia,660.88
3095,Rustin Haderlie,USA,660.88
3096,Fred Quong,Canada,660.89
3097,Atanas Petkov,Bulgaria,661.16
3098,Samuel Asafe Ludugel Fagundes,Brazil,661.21
3099,Jordan Hollingsworth,United Kingdom,661.39
3100,Siming Cao (曹思铭),China,661.76
3101,Oliver Fisk,United Kingdom,662.04
3102,Flavian Glonț,Romania,662.12
3103,Paul Luciw,France,662.23
3104,Caijie Yan (颜才杰),China,662.27
3105,Radosław Drozdowicz,Poland,662.38
3106,Yu-Cheng Chang (張育誠),Taiwan,662.49
3107,Jake Green,United Kingdom,662.64
3108,Michael Chai (柴天方),USA,662.84
3109,Rodrigo Kenji Asato Kobayashi,Brazil,662.84
3110,Juan Felipe Navas Sarmiento,Colombia,662.87
3111,Adam Polkowski,Poland,662.95
3112,Gregorio Missael Lopez Sanchez,Mexico,663.1
3113,Daniel Ortega Pastor,Spain,663.25
3114,Daniel Lehwing,Brazil,663.34
3115,Wang Tong (王彤),China,663.38
3116,Sergey Wolferts,Russia,663.45
3117,Jingyuan Chen (陈静远),China,663.45
3118,Sebastian Häfner,Germany,663.61
3119,Ritwik Pattnaik,India,663.76
3120,Łukasz Stępień,Poland,663.77
3121,Nicolò Quaresima,Italy,663.8
3122,Daniel Aprilianto,Indonesia,663.88
3123,Theodor Nordstrand,Sweden,663.89
3124,Jesús Alejandro Serna Villanueva,Mexico,663.89
3125,Samuel Janssen,Belgium,664.09
3126,Ziqiang Tong (仝自强),China,664.21
3127,Manuel Aleandro Chang Pérez,Guatemala,664.37
3128,Angel Alexis Carrillo Ramirez,Mexico,664.46
3129,Nathan Hunter,USA,664.56
3130,Diego Poblete,Chile,664.71
3131,Aditya Ghidora,India,664.83
3132,Víctor Adán Solis Martinez,Mexico,664.97
3133,George Enchev,Bulgaria,665.0
3134,Turcanu Vlad,Romania,665.07
3135,Aleksander Arefiew,Poland,665.16
3136,Kacper Gwizdała,Poland,665.16
3137,Albert You,USA,665.24
3138,Veronika Becková,Czech Republic,665.33
3139,Rodrigo Zarate,Peru,665.36
3140,Muhammad Jihan Khalilurrahman,Indonesia,665.41
3141,Mykhailo Lagoida (Михайло Лагойда),Ukraine,665.48
3142,Jeidun Hastriter,USA,665.57
3143,Christian Kaserer,Italy,665.59
3144,Sergey Marin (Сергей Марьин),Russia,665.67
3145,Matteo Provasi,Italy,665.68
3146,Dominik Hinze,Germany,665.78
3147,Fong Wang (王丰),Taiwan,665.88
3148,Leonardo Sanchez Del Toro,Mexico,665.92
3149,Nuttanai Kijviwattanakarn (ณัฐนัย กิจวิวัฒนการ),Thailand,665.98
3150,Suraj Dayal,Canada,666.03
3151,Kirill Khlestunov (Кирилл Хлестунов),Russia,666.06
3152,Jan Golec,Poland,666.08
3153,Ziao Lu (陆子翱),China,666.14
3154,Samuel Weber,USA,666.14
3155,Nguyễn Tuấn Minh,Vietnam,666.15
3156,Szymon Moroń,Poland,666.22
3157,Max Day,United Kingdom,666.24
3158,Błażej Morgała,Poland,666.43
3159,Tristan Patrick,USA,666.47
3160,Maksymilian Piskorowski,Poland,666.56
3161,Jack Larsson Backsell,Sweden,666.62
3162,Leonid Shcherbakov (Леонид Щербаков),Russia,666.74
3163,Mateusz Andrzejewski,Poland,666.85
3164,Tanto Prabowo,Indonesia,666.88
3165,Ruslan Sautbekov (Руслан Саутбеков),Kazakhstan,666.89
3166,Thomas Rosky,USA,666.9
3167,Lawrence Nichols,USA,666.98
3168,Michael McCarty,USA,667.06
3169,Yi Lee (李屹),Taiwan,667.23
3170,Nikolay Ambrosiy (Николай Амбросий),Russia,667.49
3171,Christopher Meza Rosales,Mexico,667.54
3172,Rob Duquette,USA,667.54
3173,Dhruv Rawat,India,667.69
3174,Justin Baek,USA,668.18
3175,Eduardo Mazuera,USA,668.22
3176,Sergio Lora,Bolivia,668.42
3177,Alexander Klyosov (Александр Клёсов),Russia,668.47
3178,Alex Thielemier,USA,668.53
3179,Yi Fu (傅逸),China,668.64
3180,Colin Crosskno,USA,668.85
3181,Ethan Woll,USA,668.99
3182,Shilong Li (李世龙),China,669.05
3183,Xingyu Wu (伍星宇),China,669.13
3184,Mharr Justhinne Ampong,Philippines,669.29
3185,Janitra Ezra Putra,Indonesia,669.45
3186,Arvid Schröder,Germany,669.46
3187,Maik Löwen,Germany,669.51
3188,Rafael Antonio Sanchez,Venezuela,669.53
3189,Phillip Johnson,USA,669.61
3190,Christian Goñi,Uruguay,669.67
3191,Arthur Garcin,France,669.86
3192,Tomasz Larysz,Poland,670.02
3193,Zachary Garber,USA,670.03
3194,Bryan Kevin Jimenez Cruz,Colombia,670.08
3195,Jason Kochan,USA,670.08
3196,Gregory Lopez,USA,670.12
3197,Lan Fabjan,Slovenia,670.22
3198,Jake Buckley,USA,670.54
3199,Erik Paico Robles,Peru,670.8
3200,Maxim Mamakov (Максим Мамаков),Russia,670.98
3201,Ankush Hommerich-Dutt,USA,671.0
3202,Javier Gonzalez-Napoleoni,USA,671.03
3203,Rodion Sekerin,Russia,671.13
3204,Andreas Pohl,Germany,671.17
3205,Michael Fernandez,USA,671.34
3206,Nick Fulham,USA,671.35
3207,Maximilian Elsener,Switzerland,671.5
3208,Lacey Dilworth,USA,671.54
3209,Swann Castel,France,671.59
3210,Andrey da Conceição Santos,Brazil,672.0
3211,Ilya Kapustin (Илья Капустин),Russia,672.29
3212,Ivan Polukarov,Russia,672.43
3213,Ilya Teterin,Russia,672.86
3214,Donghong Lin (林东泓),China,672.95
3215,Samuel Kro,Norway,673.14
3216,Derek Kong,Canada,673.32
3217,LianCheng Guo,Canada,673.32
3218,Ruben Zoeten,Netherlands,673.45
3219,John Gabriel Uy,Philippines,673.5
3220,Danila Rogozhnikov (Данила Рогожников),Russia,673.5
3221,Michael Datz,USA,673.52
3222,Wilhelm Herzstell,Germany,673.73
3223,Qiping Zhang (张企平),China,673.83
3224,Rodrigo Anleu,Guatemala,673.9
3225,Nick Camillone,USA,673.9
3226,Dmitry Kuznetsov,Russia,673.96
3227,Guangda Liu (刘广达),China,674.16
3228,Giovanni R. Sy,Philippines,674.21
3229,Chris Wright,United Kingdom,674.38
3230,Chenge Liu (刘晨舸),China,674.47
3231,Dong-Hyun Kim (김동현),Korea,674.5
3232,Muhammad Shahir Bin Shuhaidi,Malaysia,674.51
3233,Bailing Hou,China,674.71
3234,Guoliang Wang (王国梁),China,674.77
3235,Rommel Robles,USA,674.93
3236,Alex Maass,USA,675.09
3237,Hang Yu (禹杭),China,675.32
3238,Seungmin Hong,Canada,675.33
3239,Wojciech Fydrych,Poland,675.49
3240,Carlos Salvador Garcia Tejada,El Salvador,675.73
3241,Ianis Costin Chele,Romania,675.81
3242,Martin Duran Tapia,Chile,675.99
3243,Sam Tian,New Zealand,676.05
3244,Gabriel Sanchez,USA,676.07
3245,Rodney van den Velden,Netherlands,676.44
3246,Alan Natanael Orozco Hernandez,Mexico,676.48
3247,Kamil Pieczka,Poland,676.59
3248,Joseph Sale,USA,676.75
3249,Tianhao Feng (冯天昊),China,676.77
3250,Julian Duijker,Netherlands,676.91
3251,Grzegorz Fiołka,Poland,676.92
3252,Daniel Yakhkind,Israel,676.96
3253,Qiang Gong (龚强),China,677.02
3254,Theodore Chow,Canada,677.11
3255,Ryland Wilson,USA,677.35
3256,Tristan Wright,USA,677.43
3257,Muhammad Zhafran Al-Allam,Indonesia,677.49
3258,David McLean,Australia,677.49
3259,Victor Jun Teruya Uehara,Brazil,677.54
3260,Mats Walker,Germany,677.56
3261,Dominic Morton,USA,677.8
3262,Po-Hsun Lai (賴柏勳),Taiwan,677.8
3263,Linqi Chen (陈林奇),China,678.1
3264,Péter Pozsgai,Hungary,678.14
3265,Hao Wang (王浩),China,678.32
3266,Tianwei Cai (蔡天威),China,678.38
3267,Paul Binner,USA,678.55
3268,Marcos Rodriguez Mantilla,Colombia,678.61
3269,David Steele,USA,678.73
3270,Pedro Henrique de Jesus Silva,Brazil,679.09
3271,Wiktor Kowalski,Poland,679.22
3272,Jasfer Renz Gabriel Balderas,Philippines,679.28
3273,Sveinung Søreide Øiestad,Norway,679.29
3274,Diego Pinto Almario,Colombia,679.4
3275,Jhoan Jhunior Alvarado Balderrama,Bolivia,679.43
3276,Kyeongmin Choi,Korea,679.67
3277,Simon Pfahler,Germany,679.74
3278,Andres Prado Garzaro,Guatemala,679.77
3279,Đàm Sơn Quý,Vietnam,679.8
3280,András Pálffy,Hungary,679.9
3281,Mihail Ponomarev,Russia,680.3
3282,Wanzhong Chen (陈万忠),China,680.39
3283,Jacob Kotai,Canada,680.55
3284,Stefan Stoiber,Austria,680.62
3285,Janis Leineweber,Germany,680.67
3286,Andres Fernando Franco Acosta,Colombia,681.19
3287,Jinzhou Huang (黄金洲),China,681.31
3288,Akito Nipatcharoen,Australia,681.41
3289,Raúl Low Beattie,Chile,681.54
3290,Marek Dąbrowski,Poland,681.57
3291,Riley Christopherson,USA,681.59
3292,Hiroki Kanamori (金森広樹),Japan,681.65
3293,José Miguel Beguiristain,Spain,681.73
3294,Zhifang Xi (席之枋),China,681.8
3295,Alex Nhan,USA,681.82
3296,Ben White,USA,681.95
3297,Matej Marković,Croatia,682.05
3298,Reagan Li,Canada,682.45
3299,Nicolae Comiati,Romania,682.53
3300,Bennett Capelle,USA,682.57
3301,Bojun Zhang (张博俊),China,682.7
3302,Chenhao Sun (孙晨皓),China,682.85
3303,Erik Johnson,USA,682.88
3304,Lau Ee,Malaysia,683.31
3305,Kevin Stick Quintero Sanchez,Colombia,683.36
3306,JP Bulman,USA,683.54
3307,Weston Mizumoto,USA,683.67
3308,Joris Mühlsteff,Netherlands,683.92
3309,Billy Burier,France,683.95
3310,Carter Williams,USA,683.97
3311,Sewan Boudrai,France,684.09
3312,Max Jiang,Canada,684.23
3313,Arifumi Fushimi (伏見有史),Japan,684.27
3314,Jesús Fernando Castelán Gómez,Mexico,684.28
3315,Stefan Šebez,Serbia,684.37
3316,Phạm Chiêu Minh,Vietnam,684.39
3317,Gustavo Ribeiro Monteiro,Brazil,684.47
3318,Benjamin Christie,USA,684.53
3319,Igor Tarabrin (Игорь Тарабрин),Russia,684.72
3320,Maciek Skowroński,Poland,684.77
3321,Luis Sarmiento,Bolivia,685.06
3322,Dan Selzer,USA,685.08
3323,Víctor Manuel Zapién Luna,Mexico,685.16
3324,Jae Yong Lee (이재용),Korea,685.2
3325,Kun Zhu (朱锟),China,685.34
3326,Henrik Buus Aagaard,Denmark,685.36
3327,Adrian Englhardt,Germany,685.5
3328,Marlon Gerke,Germany,685.51
3329,Anton Nilsson,Sweden,685.57
3330,Qianhan Zhang (张乾翰),China,685.71
3331,Jonas Brzenczek,Germany,685.82
3332,Ryan Griffiths,Australia,685.95
3333,Guus de Wit,Netherlands,685.99
3334,Ying-Tse Chuang (莊英澤),Taiwan,686.1
3335,Wei-Qi Liu (劉緯騏),Taiwan,686.11
3336,Ling Huang (黃零),Taiwan,686.15
3337,Piyachat Jamsai (ปิยะฉัตร แจ่มใส),Thailand,686.37
3338,Amy Smith,Australia,686.38
3339,William Phommaha,France,686.46
3340,Damian Wilding,USA,686.53
3341,Armando Enciso Mas,Mexico,686.65
3342,Marko Striyeshyn,Ukraine,686.79
3343,Wentan Zhang (张文坦),China,686.81
3344,Ryan Waite,USA,686.88
3345,Edward Hollingdale,Australia,687.21
3346,Eki González García,Spain,687.4
3347,Paolo Resta,Italy,687.63
3348,Luke Bruce,Australia,687.69
3349,José Manuel Cutipa,Peru,687.91
3350,Nicolas Tinte,Uruguay,688.0
3351,Patrycja Michalska,Poland,688.01
3352,Vladimir Tikhonenko (Владимир Тихоненко),Russia,688.02
3353,Billy Jeffs,United Kingdom,688.09
3354,Natalie Smith,USA,688.39
3355,Zhedong Wang (王哲栋),China,688.4
3356,Alejandro Soriano,Spain,688.41
3357,George Dilworth-Wild,United Kingdom,688.54
3358,Yongxiang Guo (郭永祥),China,688.54
3359,Ivo Stoutjesdijk,Netherlands,688.56
3360,Christian Heißner,Germany,688.67
3361,Huỳnh Lê Thanh Tú,Vietnam,688.96
3362,Taku Yanai (矢内拓),Japan,689.15
3363,Rey David Ibarra Parragil,Mexico,689.16
3364,Beau Ramsey,USA,689.24
3365,Iulian Steavu,Romania,689.31
3366,Thomas Pouget,France,689.33
3367,Marius Müller,Germany,689.45
3368,Gabriel Pereira Campanha,Brazil,689.49
3369,Nathan Waitt,USA,689.59
3370,Thom Barlow,United Kingdom,689.65
3371,Muhammad Yunan Fahmi,Indonesia,689.93
3372,Rudolf Wehofer,Hungary,689.93
3373,Kush Girap,India,689.95
3374,Xavier Antonio Balderrama,Bolivia,690.16
3375,Timothy Sun,USA,690.24
3376,Adam Moore,USA,690.25
3377,Javier Valencia,Mexico,690.27
3378,Vivek Prasad Mada,India,690.28
3379,Jake Klassen,Canada,690.31
3380,Hafizh Dary Faridhan Hudoyo,Indonesia,690.37
3381,Timothy Lin,USA,690.5
3382,Kirill Litvinov,Russia,690.55
3383,Kurt Rivera,Philippines,690.74
3384,Parker Zieschang,USA,690.8
3385,Sam Nave,USA,690.81
3386,Yang Feng (冯扬),China,690.84
3387,Zexi Zeng (曾泽西),China,690.92
3388,Yexin Zhang (张业鑫),China,690.93
3389,Rachel Feran,USA,691.04
3390,Alexander Kupfer,Austria,691.15
3391,Rodrigo Mateo Inochea Fernández,Bolivia,691.16
3392,Rushil Dalal,India,691.38
3393,Anuar Miguel Abib Onofre,Brazil,691.47
3394,Kevin Montano,Italy,691.55
3395,Jakub Wolniewicz,Poland,691.6
3396,Justin Friedel,USA,691.63
3397,Filippo Brancaleoni,Italy,691.82
3398,Matthew Hayden,Canada,691.93
3399,Yao Hui (惠瑶),China,691.95
3400,Shu Kasuga (春日柊),Japan,691.95
3401,Xinyang Li (李昕洋),China,691.97
3402,Sergey Ilkovets,Russia,692.11
3403,Ng Jun Jie,Singapore,692.14
3404,Michael Conard,USA,692.23
3405,Wenhao He (贺文浩),China,692.31
3406,Anton Machkasov,USA,692.48
3407,Daniel Wu,USA,692.49
3408,Andrew Raymundo,USA,692.6
3409,Osip Cheburashkin,Russia,692.68
3410,Tomasz Cepil,Poland,692.7
3411,Lars Kuijpers,Netherlands,693.0
3412,Saman Parvizi (سامان پرویزی),Iran,693.13
3413,Symon Vanderschmidt,USA,693.13
3414,Erik Kippus,Estonia,693.26
3415,Di Lu (卢迪),China,693.31
3416,Yuxuan Huang (黄宇轩),China,693.66
3417,David Bautista García,Spain,693.84
3418,Sarah Fluck,United Kingdom,693.89
3419,Jesslyn Valerie,Indonesia,693.92
3420,Kaan Ulkusal,Romania,694.09
3421,Sixuan Lou (楼思玄),China,694.38
3422,Allan Beres,USA,694.39
3423,Quentin Savard,France,694.43
3424,Neel Gore,USA,694.44
3425,Huỳnh Phong Nam,Vietnam,694.52
3426,Ron van Bruchem,Netherlands,694.56
3427,Andy Smith,USA,694.67
3428,Mike DeCock,USA,694.96
3429,Peter Chau,USA,694.96
3430,Nick Pappas,Australia,694.98
3431,Jihoon Kwon,Canada,695.18
3432,Alexander Lin,USA,695.22
3433,Connor Gray,USA,695.26
3434,Eirik Frydenlund Norling,Norway,695.33
3435,Ariq Rifqi Febrian,Indonesia,695.47
3436,Colton Johnston,USA,695.47
3437,Zackeri Joyce,Australia,695.48
3438,Zhiwei Lin (林智玮),China,695.49
3439,Rustam Valeev,Russia,695.49
3440,Haijie Zhang (张海杰),China,695.66
3441,Jianfei Shan (单剑飞),China,695.83
3442,Gerardo Villavicencio Gutierrez,Mexico,695.87
3443,Carlos Francisco Suárez Sauca,Spain,695.94
3444,James Tuttle,Canada,696.08
3445,Alexey Semichastnov,Russia,696.11
3446,Eng Dickson (黄迪胜),Malaysia,696.17
3447,Xiaoliang Zhu (朱校良),China,696.27
3448,Zhenxin Chai (柴振鑫),China,696.36
3449,Tijn Ezendam,Netherlands,696.64
3450,Alfred Lyngby Bach,Denmark,696.68
3451,Huan Yao (姚欢),China,696.77
3452,Jami Viljanen,Finland,696.88
3453,Kai Gabriel,Germany,697.06
3454,Emilio Alberto Rodríguez Jiménez,Mexico,697.2
3455,Nestor Sokhan,USA,697.26
3456,Paul Aeron Guillermo,Philippines,697.28
3457,Marco Antonio Sánchez Huamani,Peru,697.51
3458,Johannes Antonius Van Hezewyk Contreras,Mexico,697.58
3459,Gabriele Cappelletti,Italy,697.69
3460,Anton Lagunov,Russia,697.73
3461,Jair José Vicente Rodríguez Zenil,Mexico,697.75
3462,Connor Lyons,USA,697.82
3463,Diego Garrido,Chile,697.88
3464,Caleb Brownlie,USA,697.89
3465,AJ Nicholls,United Kingdom,698.07
3466,Edbert Sim,Australia,698.08
3467,Corentin Furet,France,698.19
3468,Noah Crisp,USA,698.42
3469,Joaquin Ignacio Mayta Galindo,Chile,698.68
3470,Haoguang Lü (吕浩光),China,698.72
3471,Lucas Hartney,USA,698.73
3472,Ilya Tsiareshka,Belarus,698.88
3473,Zhourun Yang (杨周润),China,699.12
3474,Mark Campbell,USA,699.29
3475,Kaiden Alexander Carvajal Baron,Colombia,699.3
3476,Gen Kimura,New Zealand,699.42
3477,Alexis Fedeler,Germany,699.5
3478,Jan Mimra,Czech Republic,699.86
3479,Misael Gómez Soria,Mexico,700.0
3480,Chris Tran,USA,700.14
3481,Elmer Alexander Johnsen,Norway,700.17
3482,Julian Höfler,Germany,700.17
3483,Jakob Ivanhoe,Australia,700.18
3484,Matteo Colombo,Italy,700.56
3485,Máté Berecz,Hungary,700.7
3486,Giordano Limber Aguilar Allcca,Peru,700.7
3487,Dustin Trivette,USA,700.76
3488,Pavel Kovirzin (Павел Ковырзин),Russia,700.99
3489,Geng Xie (谢耿),China,701.0
3490,Daniel Junji Kudo,Brazil,701.05
3491,Hongxu Tian (田弘谞),China,701.09
3492,Jimmy Coll,Belgium,701.19
3493,Yelong Wei (魏业隆),China,701.26
3494,Wenshun Zhou (周文舜),China,701.28
3495,Joon Song,Canada,701.51
3496,Florian Kreyssig,Germany,701.56
3497,Luke Rasor,USA,701.64
3498,Eric Waldbillig,USA,701.68
3499,Oliver Bjurek Strömberg,Sweden,701.9
3500,Stewy Erickson,USA,701.97
3501,Luis Roberto Franco Esquivel,Mexico,702.22
3502,Nikolay Evdokimov,Russia,702.23
3503,Trần Mạnh Quân,Vietnam,702.28
3504,Rishabh Sanghavi,India,702.47
3505,Pavlo Parafilo (Павло Парафіло),Ukraine,702.63
3506,Qingyang Zhao (赵清杨),China,702.66
3507,Zhenduo Yang (杨振铎),China,702.76
3508,Long Hoang Tran,Australia,702.82
3509,Conor Bradding,New Zealand,702.88
3510,Ashley Biddiscombe,Canada,703.14
3511,Maksym Poliakov (Максим Поляков),Ukraine,703.15
3512,Sukesh Kumar,India,703.34
3513,Yitong Kong (孔艺潼),China,703.36
3514,Jaden Froese,Canada,703.45
3515,Andrés Felipe Heredia León,Colombia,703.46
3516,Diego Montes,USA,703.52
3517,Alexander Kapustin,Russia,703.73
3518,Akshay Keswani,India,703.88
3519,Darren Saito,USA,703.89
3520,Charles Barden,USA,703.98
3521,Zachary Ridall,USA,704.01
3522,Will Wooden,USA,704.03
3523,Balázs Polyák,Hungary,704.11
3524,Paolo Girotti,Italy,704.11
3525,Evgeny Chak,Belarus,704.4
3526,Johan Thuvesen,Sweden,704.47
3527,Gianfranco Camones Caycho,Peru,704.54
3528,Cameron Burke,USA,704.81
3529,Dennis Rosero,Colombia,704.83
3530,Jonah Chen,Canada,704.85
3531,Zachary Trudell,USA,704.87
3532,William Trotter,United Kingdom,705.34
3533,Emile Compion,South Africa,705.77
3534,Jiarui Cao (曹家睿),China,705.89
3535,Hồ Trọng Khải,Vietnam,706.04
3536,Yuki Yamamoto (山本祐輝),Japan,706.09
3537,Shengqi Pan (潘盛琪),China,706.19
